qid,Lpt,P17,P20,P22,P23,P24,P21,P25,P2,P4,P3,P5,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P27,P6,P33,P48,qal12,qal9,qal10,P48,qal12,qal9,qal10,P48,qal12,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57
,António Mariz Carneiro,António Mariz Carneiro,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,masculino,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cosmógrafo-mor,NULL,1631,1671,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Gonçalo de Barros,Gonçalo de Barros,"Gonçalo de Barros da Silva, Gonçalo de Barros y Silva",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,masculino,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alcaide do Mar,Fortaleza de Mascate,|4|4|1647,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,João de Sousa Pinel,João de Sousa Pinel,João de Souza Piñel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,Capitão,NULL,14 de dezembro de 1620,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Joaquim Vieira da Silva,Joaquim Vieira da Silva,Joaquim Vieira da Silva Pires,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,José António Caldas,José António Caldas,José Antônio Caldas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,José Gonçalves Galeão,José Gonçalves Galeão,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Miguel Luís Jacob,Miguel Luís Jacob,Miguel Luiz Jacob,NULL,NULL,Josefa Leonor da Fonseca,NULL,NULL,NULL,"Lisboa, Lisboa, Portugal",11 de novembro de 1771,"Almeida, Guarda, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Igreja Matriz de Almeida,Engenharia Militar,Academia Militar da Corte,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Cláudio António da Silveira,Cláudio António da Silveira,Claudio Antonio da Silveira,NULL,NULL,NULL,NULL,NULL,NULL,"Lisboa, Lisboa, Portugal",5 de junho de 1766,"Luanda, Angola","Lisboa, Lisboa, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Luanda, Angola",NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Damião Bettencourt Pego﻿,Damião Freire de Bettencourt Pego,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Francisco Rodrigues (2),Francisco Rodrigues,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,José de Avelar de Melo (1),José de Avelar de Melo,NULL,Manuel de Avelar,NULL,NULL,"José de Avelar de Melo (2)|José Avelar de Melo, Matias de Avelar, Bento José de Avelar, João de Avelar e António de Avelar",NULL,1719,NULL,setembro de 1800,"Velas, Açores, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Manuel Correia de Araújo,Manuel Correia de Araújo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21 de julho de 1640,"São Miguel, Açores, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Manuel de Avelar,Manuel de Avelar,NULL,Francisco Rodrigues,NULL,NULL,José de Avelar de Melo,NULL,27 de dezembro de 1683,"Velas, Açores, Portugal ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Manuel de Lima,Manuel de Lima,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Angra do Heroísmo, Açores, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Matias de Avelar,Matias de Avelar,NULL,José de Avelar de Melo (1)|José de Avelar de Melo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
